rg,smi,lable
[Zn][Ni][Sc][Co][Ni][Co][Sc]=[Re][Zn][Ti]([Zn])[Mo],COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)C3=Cc2[nH]cc(C(=O)O)c2C)cc1,
[Co][Sc]=[Sc][Sc][Ni][Zn],COc1ccc(-c2cc3c(N)ncnc3o2)cc1,
[Sc][Zn]([Co][Sc]=[Sc][Ni][Co])[Nb]([Zn])[Zn],CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,
[Ni][Sc]([Mn][Zn][Zn][Nb])[Nb]([Zn])[Mo],N=C(N)NN=Cc1c(-c2cccc([N+](=O)[O-])c2F)nc2sccn12,
[Co][Sc]([Zn])=[Sc]([Zn])[Co][Zn][Ni][Zn],COCCNc1nc(C)cc2c1c(N)nn2C,
[Sc][Sc]([Sc])[Ni][Co][Sc][Zn],O=C(Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,
[Co][Sc](=[Sc][Sc][Co][Ni][Co][Sc]([Ni])[Zn])[Ni][Co][Zn],CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)csc12,
[Sc][Cr]=[W][Zn][Sc][Co][Ni][Zn],CC(=O)Nc1cccc(CN2Cc3c([nH]c4cc(-c5ccco5)nn4c3=O)C2=O)c1,
[Sc][Ni][Zn][Sc](=[Sc])[Zn]1[Zn][Co][Ni][Zn]1[Sc]([Ni][Zn])([Ni][Zn])[Ni][Zn],COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,
[Co][Ni][Sc]=[Sc][Co][Zn]([Nb])[Sc][Ni][Zn],COc1ccc(C(CN)Nc2ncnc3c(C(N)=O)cccc23)cc1,
[Sc][Zn][Co][Sc][Sc][Sc][Zn],Clc1cccc(-n2cc(-c3ccccc3NCc3ccccn3)nn2)c1,
[Co][Sc][Co][Sc][Sc]([Zn])[Zn],Cc1nc(C)c(-c2ccnc(Nc3ccc(N)cc3)n2)s1,
[Ti]=[Sc]([Zn])=[Sc][Co][Ni][Zn][Co][Sc]([Zn])[Ni][Co][Zn],CCNC(=O)c1cc(NC(C)(C)C(=O)Nc2nc3c(C(F)(F)F)cc4[nH]ncc4c3s2)ccc1Cl,
[Zn][Ni][Sc]=[Ti][Sc]=[Re],COc1ccc2[nH]c(-c3cccc4c3C(=O)NC4)cc2c1,
[Mn][Zn][Sc][Zn]1[Ti]([Ni][Ni][Zn])[Co][Zn]2[Zn][Zn]([Ni][Ni][Zn])[Zn][Ni][Zn]21,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)OC(C)(C)C)C1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,
[Sc]=[V][Zn][Ni][Co][W]([Cu])([Cu])([Cu])[Zn][Cu],O=C(CCCn1[se]c2ccccc2c1=O)NC1OC(CO)C(O)C(O)C1O,
[Co][Sc]=[Sc][Ni][Co][Sc][Zn][Co][Ni][Co][Sc][Ni],Nc1noc2cccc(C(=O)Nc3cccc(CNC(=O)Nc4cccc(F)c4)c3)c12,
[Sc][Co][Ni][Co][Sc]=[Sc][Ni],O=C(Nc1cnccn1)Nc1ccnc2c(F)cccc12,
[Co][Ni][Sc]([Mn][Ni][Zn][Y][Zn])[Ni][Zn][Sc][Zn],CC(Oc1cc(-n2cnc3ccc(OCC4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,
[Zn][Sc][Ni]1[Zn][Ti]([Zn])[Co][Sc]1[Co][Zn],Cc1ccc(C2=Nc3c(n[nH]c3C)Nc3nc(NC(C)C)ncc32)cc1,
[Sc][Sc](=[Sc][Zn])=[Sc][Zn]([Sc][Zn])[Ni][Zn],COC(c1ccc(C)cc1)c1cnn2c(-c3ccccc3)cc3c(Cl)cccc3c12,
[Co][Ni][Sc]([Ni])[Co][Ti][Co][Sc]([Zn])([Ni][Zn])[Zn]([Zn])[Ni][Zn][Nb]([Zn])[Zn],COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,
[Sc][Zn]([Co][Sc]=[Sc]([Cu])[Ni][Co])[Nb][Zn],CNCC(Nc1ncnc2c(C(N)=O)cc(O)cc12)c1ccccc1,
[Sc][Zn]([Zn])[Sc](=[Sc])[Co][Ti][Zn],Cc1cc(Nc2nc(N(C)c3ccccc3)nc3ccccc23)n[nH]1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc][Zn]([Zn])[Zn][Cu],CN(CCO)c1cc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)ccn1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc]=[Sc][Zn],Cn1ccc2cc(C(=O)Nc3cccc(CNc4ncnc5c(C(N)=O)cccc45)c3)ccc21,
[Cu][Sc]([Sc][Sc]([Zn])[Zn])[Ni][Co][Sc][Zn],O=C(Nc1cccc(C(F)(F)F)c1)c1cc(-n2cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)nn2)ccc1O,
[Co][Ni][Sc]1([Zn][Cu])[Zn][Zn][Sc]1[Co][Hf],NC(=O)c1nn(CCO)c2c1CCc1cnc(NC3CCCC3)nc1-2,
[Co][Sc][Mn]([Sc][Ni])[Y]([Zn])([Zn])([Zn])[Zn],CC1(C)CC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(N)n2)CC(C)(C)N1,
[Sc][Sc][Ni][Co][Sc][Zn][Co][Sc]=[Sc][Ni][Co],CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(-n3cccc3)cc2)c1,
[Co][Ti]=[Sc][Sc]([Co])[Zn],CC(C)c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1,
[Y][Zn][Ni][Sc]=[Ti][Sc]=[Re],O=C1NCc2cccc(-c3cc4cc(OCCN5CCCCC5)ccc4[nH]3)c21,
[Zn][Sc]([Zn])[Co][Ni][Co][Sc][Zn][Co][Sc]=[Sc][Ni][Zn][Y],O=C(Nc1ccc(CNc2nc3ccc(OCCN4CCOCC4)cc3s2)cc1)Nc1ccc(Cl)c(Cl)c1,
[Sc][Ni][Sc]([Sc])=[Sc],O=S(=O)(c1ccccc1)c1cnc2ncnn2c1-c1ccccc1,
[Co][Ni][Hf][Sc]=[Sc][Ni][Zn][Sc]([Ni])([Zn])[Zn],CC(Oc1ccc2ncc(C3CC3C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl,
[Sc]=[Sc][Sc]([Co][Sc][Co][Ti][Zn])[Ni][Zn],COc1cc(Nc2nccc(Nc3cc(C)[nH]n3)n2)ccc1-c1nc2ccccc2s1,
[Sc]=[Sc][Co][Zn][Sc][Sc]([Cu])[Ni][Co][Sc][Ni][Ni][Zn],COC(=O)c1cccc(NC(=O)c2cc(-n3cc(CNc4ncnc5ccsc45)nn3)ccc2O)c1,
[Co][Ni][Sc]=[Sc][Hf]=[Sc][Co][Ni][Sc][Ni][Zn],COc1ccc(C(=O)Nc2ccc3c(c2)CN(c2ncnc4c(C(N)=O)cccc24)CC3)cc1,
[Co][Ni][Sc]=[Sc][Co][Zn]([Sc][Co][Ni][Sc]([Ni])[Ni])[Ni][Zn],COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2c(F)cccc2F)c1,
[Co][Sc](=[Sc][Sc][Co][Ni][Co][Sc][Zn])[Zn][Nb],Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCCCCCCCCN)cnc(N)c34)cc2)c1,
[Sc]=[Ti][Sc][Zn][Ni][Sc][Zn],Cc1ccc(S(=O)(=O)CCc2noc(-c3n[nH]c4ccccc34)n2)cc1,
[Co][Ni][Sc](=[Sc][Co][Zn][Sc][Zn])[Ni][Zn][Ni][Zn],COCCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,
[Cu][Zn][Zn]1[Ni][Co][Zn][Zn][Sc]([Cu])([Zn])[Ni][Sc]([Zn])[Zn][Zn][Co][Ni][Zn]([Zn][Cu])[Zn][Sc]([Cu])([Zn])[Ni][Sc]([Zn])[Zn]1,O=C1NC=Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CCNC(=O)C(=NO)Cc2ccc(c(Br)c2)Oc2cc(cc(Br)c2O)CC1=NO,
[Ni][Mn]([Ni])[Zn][Sc][Zn]1[Ti]([Ni][Ni][Zn])[Co][Zn]2[Zn][Zn][Zn][Ni][Zn]21,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3cc(F)c(F)cc3[nH]2)o1,
[Co][Ni][Sc]=[Sc][Co][Zn]([Y])[Sc][Co][Ni][Ti][Hf],NC(=O)c1cccc2c(NC(CCN3CCOCC3)c3cccc(NC(=O)c4cc(C5CC5)n[nH]4)c3)ncnc12,
[Co][Ni][Sc]=[Sc][Co][Zn]([Sc][Co][Ni][Sc][Zn])[Nb]([Zn])[Zn],CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(Cl)c2)c1,
[Zn][Ni][Hf][Ni][Sc][Co][Sc]1[Zn]([Zn])[Ni][Sc]([Zn])[Zn]1[Zn],C=CC(=O)N1CCN(S(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)CC1,
[Sc][Zn][V](=[Sc])[Co][Ti][Zn],Cc1cc(Nc2nn(Cc3ccncc3)c(=O)c3ccccc23)n[nH]1,
[Sc][Zn]([Sc][Co][Ni][Ti]=[Hf]([Zn])[Zn])[Nb]([Zn])[Zn],CN(C)CC(c1ccccc1)n1cc(NC(=O)c2n[nH]c3c2CCC(C)(C)C3)cn1,
[Co][Ni][Sc]([Zn])=[Sc][Co][Zn][Sc][Co][Ni][Sc][Zn],Cc1ccc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cc(Cl)cc34)c2)cn1,
[Co][Sc]([Ni][Zn])[Sc]([Zn])[Hf]=[Y][W],CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1C1C2CN(C3COC3)CC21,
[Co][Ni][Sc]=[Sc][Co][Zn][Zn]1[Zn][Zn][Zn][Ni]([Zn][Zn]([Cu])[Sc]([Zn])[Ni][Zn])[Zn]1,COc1ccc(C(O)N=C2C=CCC(CNc3ncnc4c(C(N)=O)cccc34)C2)cc1C,
[Zn][Ti][Co][Sc]([W])[Co][Zn][Sc][Ni][Ni][Zn],COC(=O)c1ccc(CNc2nc(Nc3cc(C)[nH]n3)cc(N3CCOCC3)n2)cc1,
[Ti][Zn][Re]=[Sc][Co][Ni][Co][Ni][Sc][Ni][Zn],COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)C3=Cc2ccc[nH]2)cc1,
[Co][Ni][Sc](=[Sc][Co][Zn][Sc][Ni])[Ni][Zn][Nb],NCCOc1ccc(C(N)=O)c2ncnc(NCc3cccc(F)c3)c12,
[Co][Sc][Mn][Sc][Zn][Nb],NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1,
[Zn][Sc][Ni]1[Zn][Ti]([Zn])[Co][Sc]1[Zn][Zn],CSc1ncc2c(n1)Nc1n[nH]c(C)c1N=C2c1ccccc1C,
[Co][Sc]=[Sc]([Zn])[Zn][Sc]=[Sc][Sc][Zn],CC(C)n1nc(C#Cc2cccc3cc(-c4cccc(C(F)(F)F)c4)ncc23)c2c(N)ncnc21,
[Sc][Mn]([Zn])[Co][Sc][W],Brc1cnc2c(Nc3ccc(N4CCOCC4)cc3)nc(-c3cccnc3)cn12,
[Sc][Zn][Co][Sc]=[Sc][Sc]([Ni][Zn])[Zn][Cu],COc1cc(CO)ccc1-c1cc2c(NC(C)c3ccccc3)ncnc2s1,
[Co][Sc][Ni][Co][Sc]([Sc][Zn]([Zn])[Zn])[Sc][Nb]([Zn])[Mo],CN(C)c1ccc(-c2cc(-c3ccc([N+](=O)[O-])cc3)nc(NS(=O)(=O)c3ccc(N)cc3)n2)cc1,
[Zn][Ni][Co][Zn][Hf][Mn]([Zn])[Sc]([Zn])[Zn],Cc1nn(C)cc1-c1nc2c(N3CCCC(CNS(C)(=O)=O)C3)c(Cl)cnc2[nH]1,
[Sc]=[Sc][Co][Zn][Sc][Co][Mn],c1cc(CCNc2ncnc3ccsc23)cc(Nc2nc3ccccc3[nH]2)c1,
[Co][Sc]([Sc][Zn][Cu])=[Sc][Sc][Co][Ni][Co][Sc][Ni],CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,
[Sc]=[Ta]=[Hf]=[Ti][Zn],Cc1[nH]nc2c1CCCC1c3ccccc3NC21,
[Co][Ni][Sc]=[Sc][Co][Zn]([Sc][Nb]([Zn])[Mo])[Nb][Zn],CNCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc([N+](=O)[O-])c1,
[Sc][Sc][Co][Sc][Ni][Zn],COc1ccccc1Nc1ncc(-c2ccccc2)o1,
[Zn][Sc][Co][Sc]([Zn])[Co][Hf]=[Hf][Ni][Zn],Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(S(C)(=O)=O)CC4C3)n2)cn1,
[Co][Ni][Sc]([Co])=[Sc][Co][Zn][Sc]([Zn])[Zn],NC(=O)c1cc(N)cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,
[Ti]=[Sc][Sc][Zn][Cu],CC(C)(O)c1cn(-c2ccc3[nH]ncc3c2)nn1,
[Cu][Sc]([Sc][Sc][Zn])[Ni][Co][Sc][Zn],O=C(Nc1cccc(C(F)(F)F)c1)c1cc(-n2cc(-c3cccc(Cl)c3)nn2)ccc1O,
[Zn][Ni][Hf][Ni][Sc][Co][Sc]1[Zn]([Zn])[Ni][Sc]([Zn])[Zn]1[Zn],CCC(=O)N1CCN(S(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)CC1,
[Co][Ni][Sc]([Ni])[Co][Ti][Co][Sc]([Ni][Zn])[Y][Zn],CCCN1CCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,
[Co][Ni][Sc](=[Sc][Co][Zn][Sc]([Zn])[Zn])[Nb]([Zn])[Mo],NC(=O)c1cc([N+](=O)[O-])cc2c(NCc3ccc(Cl)c(C(F)(F)F)c3)ncnc12,
[Sc][Sc]=[Sc][Co][Sc][Ni][Zn][Ni][Ni][Zn],COC(=O)COc1ccc(Nc2ncc3nnn(-c4ccccc4)c3n2)cc1,
[Co][Sc][Zn][Co][Sc]=[Sc][Ni][Co],NC(=O)c1cccc2c(NCc3ccc(N)cc3)ncnc12,
[Sc][Zn][Sc]([Co][Ti][Zn])[Y][Zn],Cc1cc(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc]=[W],NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OCO5)c3)ncnc12,
[Sc][Zn][Co][Sc][Sc][Sc][Zn],FC(F)(F)c1cccc(-n2cc(-c3ccccc3NCc3ccncc3)nn2)c1,
[Sc][Zn][Ni][Ni][Co][Sc][Sc][Co][Sc]([Zn])[Y][Zn],CCN1CCN(c2cc(Nc3ncc(-c4ccc(NC(=O)OCc5ccccc5)cc4)s3)nc(C)n2)CC1,
[Zn][Sc][Zn][Y][Mn]([Zn])[Mn][Zn],Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5cncn5C)nc34)CC2)no1,
[Sc][Co][Ni][Zn][Y][Mn][Zn],O=C(CN1CCN(c2c(Br)cnc3[nH]cnc23)CC1)Nc1nccs1,
[Zn][Ni][Sc][Zn][Zn][Co][Ti]([Zn])[Ni][Co][Sc][Co][Ni][Zn],COc1ccc(C=NNc2[nH]nc(C)c2C(=O)Nc2ccc(NC(C)=O)cc2)cc1,
[Sc][Sc]([Co][Zn][Cu])[Sc]([Zn][Zn])[Sc]([Cu])[Zn],Cc1cc(O)cc(-c2nn(CC#N)cc2-c2cc(NCC(C)O)nc(-c3cccnc3)n2)c1,
[Zn][Sc]([Zn])[Co][Ti][Mn][Zn][Nb]([Zn])[Zn],CCN(CC)Cc1ccc2[nH]c(-c3n[nH]cc3Nc3cc(Cl)nc(C)n3)nc2c1,
[Co][Ni][Sc][Co][Sc][Co][Sc][Zn],NS(=O)(=O)c1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1,
[Mn][Co][Sc][Zn][Co][Sc]=[Sc][Ni][Co],NC(=O)c1cccc2c(NCc3cccc(Nc4ncnc5nc[nH]c45)c3)ncnc12,
[Co][Ni][Sc]([Ni][Zn][Sc][Zn])[Mn]([Ni][Zn])[Ni][Zn],COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC,
[Sc]=[V]([Sc][Zn])[Zn][Sc][Ni][Co][Hf],Cn1cc(-c2nn(Cc3ccc(C(=O)NC4CCCC4)cc3)c(=O)c3ccccc23)cn1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc][W],NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(N5CCOCC5)c4)c3)ncnc12,
[Sc][Zn][Co][Ni][Co][Sc][Co][Sc]=[Sc][Ni][Zn][Y][Zn],CC1CCN(CCCOc2ccc3c(Nc4ccc(NC(=O)NCc5ccccc5)cc4)ncnc3c2)CC1,
[Sc][Mn][Zn][Sc][Mn]([Zn])[Co][Sc][Zn][Y],Cc1cn2c(-c3cnn(Cc4nc(-c5ccccc5)c[nH]4)c3)cnc2c(Nc2cc(CN3CCCCC3)ns2)n1,
[Sc][Sc]([Sc][Ni][Zn])[Ni][Co][Sc][Zn],COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)Nc2ccc(Br)cc2)cc1,
[Zn][Sc][Zn][Sc][Ni][Co][Zn],CNC(=O)c1cncc(C=Cc2ccccc2Cl)c1,
[Co][Ni][Sc](=[Sc][Co][Zn][Sc][Zn])[Ni][Zn][Nb],NCCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,
[Ni][Sc]([Co][Sc][Cu])[Co][Sc][Ni][Co][Sc][Zn],Cc1cccc(NC(=O)c2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)cc2)c1,
[Co][Sc]([Sc][Co][Ni][Co][Sc][Zn])=[Sc][Sc][Zn],Cn1cc(-c2cnn3c(N)c(-c4ccc(NC(=O)Nc5cccc(C(F)(F)F)c5)cc4)cnc23)cn1,
[Sc][Zn][Sc]1[Zn][Sc][Ni]([Zn])[Zn]1,CC1=Nc2c(Sc3ccccc3)ncnc2Sc2ccccc21,
[Zn][Ni][Sc][Co][Ni][Co][Sc][Zn][Co][Sc]=[Sc][Ni][Zn][Y],COc1ccc(NC(=O)Nc2ccc(CNc3nc4ccc(OCCN5CCOCC5)cc4o3)cc2)cc1,
[Sc][Sc]([Co][Ti][Zn])[Zn][Sc][Co][Ni][Zn],CCC(=O)Nc1ccc(Sc2nc(Nc3cc(C)[nH]n3)cc(-c3cccnc3)n2)cc1,
[Co][Sc]([Zn])[Co][Sc]([Ni][Zn])([Ni][Zn])[Ni][Zn],COc1cc(Nc2ncc(C(F)(F)F)c(N)n2)cc(OC)c1OC,
[Sc]=[Ti]([Cu])[Ni]1[Zn][Sc][Zn]1[Zn][Ni][Ni][Zn],CC(=O)ON=C1C(c2c(O)[nH]c3ccccc23)=Nc2ccccc21,
[Sc][Zn]([Co][Ni][Zn][Co][Ni][Zn][Co][Ni][Zn][Co][Ni][Zn][Co][Ni][Zn]([Nb])[Co][Ni][Zn]([Nb])[Co][Ni][Zn][Nb])[Ni][Co][Zn][Ni][Co][Zn]([Ti]=[Sc])[Ni][Co][Zn]([Mo])[Ni][Co],CC(NC(=O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)CN)C(C)C)C(C)C)C(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(N)=O,
[Mn][Zn][Sc][Zn]1[Ti]([Zn])[Co][Zn]2[Zn][Zn]([Zn])([Zn])[Zn][Ni][Zn]21,CCc1[nH]cc2c1NC1=C(C(=O)CC(C)(C)C1)C2c1cccc(Sc2nc3ccccc3[nH]2)c1,
[Co][Ni][Zn][Sc][Co][Sc][Co][Sc][Zn],CC(CC(N)=O)c1cccc(Nc2nccc(Nc3cccc(C(F)(F)F)c3)n2)c1,
[Sc][Zn][W]([Zn])[Zn][Sc][Zn],CCc1cccc(N=C2SC(=Cc3ccncc3)C(=O)N2C)c1,
[Co][Ni][Sc]=[Sc][Co][Zn]([Cu])[Sc][Nb]([Zn])[Mo],NC(=O)c1cccc2c(NC(CCO)c3cccc([N+](=O)[O-])c3)ncnc12,
[Sc][Co][Sc]1[Zn][Zn][Sc]1([Zn])[Ni][Co],CC(C)n1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,
[Sc]=[Sc][Sc]([Zn])=[Sc][Co],Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,
[Cu][Zn][Ni][Sc]=[Ti][Sc]=[Re],O=C1NCc2cccc(-c3cc4cc(OCCCO)ccc4[nH]3)c21,
[Zn][Sc][Zn][Y][Mn]([Zn])[Sc][Zn]([Zn])[Zn],Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cnn(CC(F)F)c5)nc34)CC2)no1,
[Sc][Co][Ni][Co][Sc][Mn][Co][Sc][Ni][Zn],COc1ccc(Nc2nc(-c3cccc(NC(=O)Nc4ccccc4)c3)cn3ccnc23)cc1,
[Co][Sc]=[Sc]([Hf])[Sc]([Ni][Zn])[Ni][Zn],COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,
[Zn][Sc][Co][Ni][Co][Sc][Sc][Co][Ni][Sc][Ni][Zn][Y],Cc1cc(NC(=O)Nc2ccc(-c3cnc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)s3)cc2)no1,
[Sc][Co][Sc][Zn][Hf]([Mo])[Ni][Sc]([Ni])[Zn],O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,
[Zn][Ni][Sc][Zn]([Ni][Ti]([Zn])[Zn])[Zn][Ni][Co][Sc]([Zn])[Zn],COc1ccc(N(CC(=O)Nc2cc(Cl)ccc2C)S(=O)(=O)c2c(C)n[nH]c2C)cc1,
[Sc][Sc]([Sc])[Zn][Sc]([Sc])([Sc])[Zn][Zn],N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1N=c1scc(-c2ccccc2)n1-c1ccccc1,
[Cr]=[Sc][Zn],O=c1[nH]cnc2c(Cl)cccc12,
[Zn][Sc][Ni][Sc][Zn]1[Ti][Co][Zn]2[Zn][Nb][Zn][Ni][Zn]12,O=C1CNCC2=C1C(c1cccc(Oc3ccc(Cl)cc3)c1)c1c[nH]nc1N2,
[Zn][Sc][Co][Ni][Sc][Co][Zn][Sc]=[W],O=C(Nc1cccc(Br)c1)c1nscc1NCCc1ccc2c(c1)OCO2,
[Sc]=[Sc][Sc]([Zn])[Co][Sc]=[Sc]([Ni][Zn])[Ni][Zn],COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,
[Sc][V]([Sc][Sc][Ni][Zn])=[Sc][Zn],COc1ccc(-c2nnc(-n3c(-c4ccccc4)nc4cc(Cl)ccc4c3=O)s2)cc1,
[Co][Sc]([Sc][Zn][Cu])=[Sc][Sc][Co][Ni][Co][Sc][Ni],Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,
[Sc]=[Hf][Co][Ni][Sc]=[Ti][Co][Ni][Sc][Y][Zn],CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cc(C(=O)NC5CCc6ccccc65)sc34)cc2)CC1,
[Sc][Co][Sc],c1ccc(Nc2ccccc2)cc1,
[Sc][Ni][Co][Sc][Zn]([Y])[Co][Sc]1[Zn][Zn][Zn][Zn]1[Ni][Co],NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccccc4)c3)c2=CCC1,
[Sc][Zn][Zn][Co][Sc]=[Sc]([Zn])[Sc][Ni][Zn],COc1cccc(-n2nc(C)c3c(NN=C(C)c4ccncc4)ncnc32)c1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc][Zn][Zn],N#Cc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,
[Co][Ni][Sc]=[Sc][Co][Zn][Zn]1[Zn][Zn][Zn][Zn]([Co][Ni][Hf][Zn])[Zn]1,CC(Nc1ncnc2c(C(N)=O)cccc12)C1=CC(NC(=O)C2(C(F)(F)F)CCC2)=CCC1,
[Sc][Co][Sc]([Zn])[Zn][Hf]([Mo])[Ni][Sc]([Ni])[Zn],O=C(O)C1(Cc2cc(Br)cc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,
[Mn][Hf],c1cc2c(ncc3ncc(C4CCCCC4)n32)[nH]1,
[Co][Ni][Sc][Sc][Co][Sc][Ni][Zn],NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,
[Sc]=[Cr][Co][Sc][Co][Ni][Sc][Ni],O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,
[Sc][Mn]([Sc])[Sc][Cu],Oc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1,
[Sc][Co][Ni][Zn][Co][Sc]([Ni])[Ni][Sc][Co][Ni][Hf],O=C(CC(Nc1ccc(Oc2cc(NC(=O)N3CCCC3)ncn2)c(F)c1)C(F)(F)F)Nc1ccccc1,
[Sc][Sc]([Sc])[Ni][Co][Sc][Ni][Zn],CCOc1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,
[Co][Sc]([Co][Sc][Mo])[Co][Sc][Mo],Nc1cnc(Nc2ccc(C(=O)O)cc2)nc1Nc1ccccc1C(=O)O,
[Hf][Co][Mn][Co][Sc][W],c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1,
[Sc][Zn][Sc]=[Re][Zn][Co][Sc][Ni][Co],NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3cccc(CCc4ccncc4)c32)cc1,
[Zn][Ni][Sc]=[Sc][Ni][Sc]=[Sc][Ni][Co][Hf],COc1ccc2c(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)ccnc2c1,
[Zn][Sc][Co][Ni][Co][Sc][Zn][Co][Sc]=[Sc][Ni][Zn][Y],O=C(Nc1ccc(Cl)cc1)Nc1ccc(CNc2nc3cc(OCCN4CCOCC4)ccc3o2)cc1,
[Co][Ni][Sc]=[Sc][Co][Zn][Sc][Co][Ni][Sc]([Ni])[Ni][Zn],CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC(F)(F)F)c(F)c2)c1,
[Sc][Ni][Co][Sc]=[Ti][Sc][Co][Ni][Zn][Mo],O=C(O)C=CC(=O)Nc1cccc(-c2n[nH]c3ccc(NC(=O)c4ccccc4)cc23)c1,
